Temperature	Concentration	Distance	Hamaker
2.00E+01	4.83E-04	2.08E-06	2.22E-04
2.00E+01	4.83E-04	2.31E-06	1.36E-04
2.00E+01	4.83E-04	2.57E-06	7.97E-05
2.00E+01	4.83E-04	2.85E-06	4.41E-05
2.00E+01	4.83E-04	3.16E-06	2.28E-05
2.00E+01	1.27E-03	1.00E-10	3.39E+00
2.00E+01	1.27E-03	1.11E-10	3.39E+00
2.00E+01	1.27E-03	1.23E-10	3.39E+00
2.00E+01	1.27E-03	1.37E-10	3.39E+00
2.00E+01	1.27E-03	1.52E-10	3.39E+00
2.00E+01	1.27E-03	1.69E-10	3.39E+00
2.00E+01	1.27E-03	1.87E-10	3.39E+00
2.00E+01	1.27E-03	2.08E-10	3.39E+00
2.00E+01	1.27E-03	2.31E-10	3.39E+00
2.00E+01	1.27E-03	2.57E-10	3.38E+00
2.00E+01	1.27E-03	2.85E-10	3.38E+00
2.00E+01	1.27E-03	3.16E-10	3.38E+00
2.00E+01	1.27E-03	3.51E-10	3.38E+00
2.00E+01	1.27E-03	3.90E-10	3.37E+00
2.00E+01	1.27E-03	4.33E-10	3.37E+00
2.00E+01	1.27E-03	4.81E-10	3.36E+00
2.00E+01	1.27E-03	5.34E-10	3.36E+00
2.00E+01	1.27E-03	5.93E-10	3.35E+00
2.00E+01	1.27E-03	6.58E-10	3.34E+00
2.00E+01	1.27E-03	7.31E-10	3.33E+00
2.00E+01	1.27E-03	8.11E-10	3.32E+00
2.00E+01	1.27E-03	9.01E-10	3.31E+00
2.00E+01	1.27E-03	1.00E-09	3.30E+00
2.00E+01	1.27E-03	1.11E-09	3.28E+00
2.00E+01	1.27E-03	1.23E-09	3.26E+00
2.00E+01	1.27E-03	1.37E-09	3.24E+00
2.00E+01	1.27E-03	1.52E-09	3.22E+00
2.00E+01	1.27E-03	1.69E-09	3.19E+00
2.00E+01	1.27E-03	1.87E-09	3.16E+00
2.00E+01	1.27E-03	2.08E-09	3.13E+00
2.00E+01	1.27E-03	2.31E-09	3.09E+00
2.00E+01	1.27E-03	2.57E-09	3.05E+00
2.00E+01	1.27E-03	2.85E-09	3.00E+00
2.00E+01	1.27E-03	3.16E-09	2.95E+00
2.00E+01	1.27E-03	3.51E-09	2.90E+00
2.00E+01	1.27E-03	3.90E-09	2.83E+00
2.00E+01	1.27E-03	4.33E-09	2.76E+00
2.00E+01	1.27E-03	4.81E-09	2.69E+00
2.00E+01	1.27E-03	5.34E-09	2.61E+00
2.00E+01	1.27E-03	5.93E-09	2.52E+00
2.00E+01	1.27E-03	6.58E-09	2.43E+00
2.00E+01	1.27E-03	7.31E-09	2.32E+00
2.00E+01	1.27E-03	8.11E-09	2.22E+00
2.00E+01	1.27E-03	9.01E-09	2.11E+00
2.00E+01	1.27E-03	1.00E-08	1.99E+00
2.00E+01	1.27E-03	1.11E-08	1.87E+00
2.00E+01	1.27E-03	1.23E-08	1.75E+00
2.00E+01	1.27E-03	1.37E-08	1.63E+00
2.00E+01	1.27E-03	1.52E-08	1.51E+00
2.00E+01	1.27E-03	1.69E-08	1.39E+00
2.00E+01	1.27E-03	1.87E-08	1.28E+00
2.00E+01	1.27E-03	2.08E-08	1.17E+00
2.00E+01	1.27E-03	2.31E-08	1.06E+00
2.00E+01	1.27E-03	2.57E-08	9.65E-01
2.00E+01	1.27E-03	2.85E-08	8.75E-01
2.00E+01	1.27E-03	3.16E-08	7.92E-01
2.00E+01	1.27E-03	3.51E-08	7.17E-01
2.00E+01	1.27E-03	3.90E-08	6.47E-01
2.00E+01	1.27E-03	4.33E-08	5.84E-01
2.00E+01	1.27E-03	4.81E-08	5.25E-01
2.00E+01	1.27E-03	5.34E-08	4.72E-01
2.00E+01	1.27E-03	5.93E-08	4.22E-01
2.00E+01	1.27E-03	6.58E-08	3.77E-01
2.00E+01	1.27E-03	7.31E-08	3.35E-01
2.00E+01	1.27E-03	8.11E-08	2.96E-01
2.00E+01	1.27E-03	9.01E-08	2.61E-01
2.00E+01	1.27E-03	1.00E-07	2.29E-01
2.00E+01	1.27E-03	1.11E-07	2.00E-01
2.00E+01	1.27E-03	1.23E-07	1.74E-01
2.00E+01	1.27E-03	1.37E-07	1.51E-01
2.00E+01	1.27E-03	1.52E-07	1.30E-01
2.00E+01	1.27E-03	1.69E-07	1.11E-01
2.00E+01	1.27E-03	1.87E-07	9.50E-02
2.00E+01	1.27E-03	2.08E-07	8.06E-02
2.00E+01	1.27E-03	2.31E-07	6.79E-02
2.00E+01	1.27E-03	2.57E-07	5.70E-02
2.00E+01	1.27E-03	2.85E-07	4.74E-02
2.00E+01	1.27E-03	3.16E-07	3.93E-02
2.00E+01	1.27E-03	3.51E-07	3.23E-02
2.00E+01	1.27E-03	3.90E-07	2.63E-02
2.00E+01	1.27E-03	4.33E-07	2.13E-02
2.00E+01	1.27E-03	4.81E-07	1.72E-02
2.00E+01	1.27E-03	5.34E-07	1.37E-02
2.00E+01	1.27E-03	5.93E-07	1.08E-02
2.00E+01	1.27E-03	6.58E-07	8.45E-03
2.00E+01	1.27E-03	7.31E-07	6.55E-03
2.00E+01	1.27E-03	8.11E-07	5.02E-03
2.00E+01	1.27E-03	9.01E-07	3.80E-03
2.00E+01	1.27E-03	1.00E-06	2.85E-03
2.00E+01	1.27E-03	1.11E-06	2.10E-03
2.00E+01	1.27E-03	1.23E-06	1.53E-03
2.00E+01	1.27E-03	1.37E-06	1.09E-03
2.00E+01	1.27E-03	1.52E-06	7.64E-04
2.00E+01	1.27E-03	1.69E-06	5.21E-04
2.00E+01	1.27E-03	1.87E-06	3.46E-04
2.00E+01	1.27E-03	2.08E-06	2.22E-04
2.00E+01	1.27E-03	2.31E-06	1.36E-04
2.00E+01	1.27E-03	2.57E-06	7.97E-05
2.00E+01	1.27E-03	2.85E-06	4.41E-05
2.00E+01	1.27E-03	3.16E-06	2.28E-05
2.00E+01	3.36E-03	1.00E-10	3.39E+00
2.00E+01	3.36E-03	1.11E-10	3.39E+00
2.00E+01	3.36E-03	1.23E-10	3.39E+00
2.00E+01	3.36E-03	1.37E-10	3.39E+00
2.00E+01	3.36E-03	1.52E-10	3.39E+00
2.00E+01	3.36E-03	1.69E-10	3.39E+00
2.00E+01	3.36E-03	1.87E-10	3.39E+00
2.00E+01	3.36E-03	2.08E-10	3.39E+00
2.00E+01	3.36E-03	2.31E-10	3.39E+00
2.00E+01	3.36E-03	2.57E-10	3.38E+00
2.00E+01	3.36E-03	2.85E-10	3.38E+00
2.00E+01	3.36E-03	3.16E-10	3.38E+00
2.00E+01	3.36E-03	3.51E-10	3.37E+00
2.00E+01	3.36E-03	3.90E-10	3.37E+00
2.00E+01	3.36E-03	4.33E-10	3.36E+00
2.00E+01	3.36E-03	4.81E-10	3.36E+00
2.00E+01	3.36E-03	5.34E-10	3.35E+00
2.00E+01	3.36E-03	5.93E-10	3.34E+00
2.00E+01	3.36E-03	6.58E-10	3.34E+00
2.00E+01	3.36E-03	7.31E-10	3.33E+00
2.00E+01	3.36E-03	8.11E-10	3.31E+00
2.00E+01	3.36E-03	9.01E-10	3.30E+00
2.00E+01	3.36E-03	1.00E-09	3.28E+00
2.00E+01	3.36E-03	1.11E-09	3.26E+00
2.00E+01	3.36E-03	1.23E-09	3.24E+00
2.00E+01	3.36E-03	1.37E-09	3.22E+00
2.00E+01	3.36E-03	1.52E-09	3.19E+00
2.00E+01	3.36E-03	1.69E-09	3.16E+00
2.00E+01	3.36E-03	1.87E-09	3.12E+00
2.00E+01	3.36E-03	2.08E-09	3.08E+00
2.00E+01	3.36E-03	2.31E-09	3.04E+00
2.00E+01	3.36E-03	2.57E-09	2.99E+00
2.00E+01	3.36E-03	2.85E-09	2.93E+00
2.00E+01	3.36E-03	3.16E-09	2.87E+00
2.00E+01	3.36E-03	3.51E-09	2.80E+00
2.00E+01	3.36E-03	3.90E-09	2.72E+00
2.00E+01	3.36E-03	4.33E-09	2.64E+00
2.00E+01	3.36E-03	4.81E-09	2.55E+00
2.00E+01	3.36E-03	5.34E-09	2.46E+00
2.00E+01	3.36E-03	5.93E-09	2.36E+00
2.00E+01	3.36E-03	6.58E-09	2.25E+00
2.00E+01	3.36E-03	7.31E-09	2.14E+00
2.00E+01	3.36E-03	8.11E-09	2.03E+00
2.00E+01	3.36E-03	9.01E-09	1.91E+00
2.00E+01	3.36E-03	1.00E-08	1.80E+00
2.00E+01	3.36E-03	1.11E-08	1.68E+00
2.00E+01	3.36E-03	1.23E-08	1.57E+00
2.00E+01	3.36E-03	1.37E-08	1.46E+00
2.00E+01	3.36E-03	1.52E-08	1.36E+00
2.00E+01	3.36E-03	1.69E-08	1.26E+00
2.00E+01	3.36E-03	1.87E-08	1.16E+00
2.00E+01	3.36E-03	2.08E-08	1.07E+00
2.00E+01	3.36E-03	2.31E-08	9.91E-01
2.00E+01	3.36E-03	2.57E-08	9.13E-01
2.00E+01	3.36E-03	2.85E-08	8.38E-01
2.00E+01	3.36E-03	3.16E-08	7.68E-01
2.00E+01	3.36E-03	3.51E-08	7.01E-01
2.00E+01	3.36E-03	3.90E-08	6.38E-01
2.00E+01	3.36E-03	4.33E-08	5.79E-01
2.00E+01	3.36E-03	4.81E-08	5.23E-01
2.00E+01	3.36E-03	5.34E-08	4.70E-01
2.00E+01	3.36E-03	5.93E-08	4.22E-01
2.00E+01	3.36E-03	6.58E-08	3.76E-01
2.00E+01	3.36E-03	7.31E-08	3.35E-01
2.00E+01	3.36E-03	8.11E-08	2.96E-01
2.00E+01	3.36E-03	9.01E-08	2.61E-01
2.00E+01	3.36E-03	1.00E-07	2.29E-01
2.00E+01	3.36E-03	1.11E-07	2.00E-01
2.00E+01	3.36E-03	1.23E-07	1.74E-01
2.00E+01	3.36E-03	1.37E-07	1.51E-01
2.00E+01	3.36E-03	1.52E-07	1.30E-01
2.00E+01	3.36E-03	1.69E-07	1.11E-01
2.00E+01	3.36E-03	1.87E-07	9.50E-02
2.00E+01	3.36E-03	2.08E-07	8.06E-02
2.00E+01	3.36E-03	2.31E-07	6.79E-02
2.00E+01	3.36E-03	2.57E-07	5.70E-02
2.00E+01	3.36E-03	2.85E-07	4.74E-02
2.00E+01	3.36E-03	3.16E-07	3.93E-02
2.00E+01	3.36E-03	3.51E-07	3.23E-02
2.00E+01	3.36E-03	3.90E-07	2.63E-02
2.00E+01	3.36E-03	4.33E-07	2.13E-02
2.00E+01	3.36E-03	4.81E-07	1.72E-02
2.00E+01	3.36E-03	5.34E-07	1.37E-02
2.00E+01	3.36E-03	5.93E-07	1.08E-02
2.00E+01	3.36E-03	6.58E-07	8.45E-03
2.00E+01	3.36E-03	7.31E-07	6.55E-03
2.00E+01	3.36E-03	8.11E-07	5.02E-03
2.00E+01	3.36E-03	9.01E-07	3.80E-03
2.00E+01	3.36E-03	1.00E-06	2.85E-03
2.00E+01	3.36E-03	1.11E-06	2.10E-03
2.00E+01	3.36E-03	1.23E-06	1.53E-03
2.00E+01	3.36E-03	1.37E-06	1.09E-03
2.00E+01	3.36E-03	1.52E-06	7.64E-04
2.00E+01	3.36E-03	1.69E-06	5.21E-04
2.00E+01	3.36E-03	1.87E-06	3.46E-04
2.00E+01	3.36E-03	2.08E-06	2.22E-04
2.00E+01	3.36E-03	2.31E-06	1.36E-04
2.00E+01	3.36E-03	2.57E-06	7.97E-05
2.00E+01	3.36E-03	2.85E-06	4.41E-05
2.00E+01	3.36E-03	3.16E-06	2.28E-05
2.00E+01	8.86E-03	1.00E-10	3.39E+00
2.00E+01	8.86E-03	1.11E-10	3.39E+00
2.00E+01	8.86E-03	1.23E-10	3.39E+00
2.00E+01	8.86E-03	1.37E-10	3.39E+00
2.00E+01	8.86E-03	1.52E-10	3.39E+00
2.00E+01	8.86E-03	1.69E-10	3.39E+00
2.00E+01	8.86E-03	1.87E-10	3.39E+00
2.00E+01	8.86E-03	2.08E-10	3.39E+00
2.00E+01	8.86E-03	2.31E-10	3.38E+00
2.00E+01	8.86E-03	2.57E-10	3.38E+00
2.00E+01	8.86E-03	2.85E-10	3.38E+00
2.00E+01	8.86E-03	3.16E-10	3.37E+00
2.00E+01	8.86E-03	3.51E-10	3.37E+00
2.00E+01	8.86E-03	3.90E-10	3.36E+00
2.00E+01	8.86E-03	4.33E-10	3.36E+00
2.00E+01	8.86E-03	4.81E-10	3.35E+00
2.00E+01	8.86E-03	5.34E-10	3.34E+00
2.00E+01	8.86E-03	5.93E-10	3.33E+00
2.00E+01	8.86E-03	6.58E-10	3.32E+00
2.00E+01	8.86E-03	7.31E-10	3.31E+00
2.00E+01	8.86E-03	8.11E-10	3.29E+00
2.00E+01	8.86E-03	9.01E-10	3.27E+00
2.00E+01	8.86E-03	1.00E-09	3.25E+00
2.00E+01	8.86E-03	1.11E-09	3.23E+00
2.00E+01	8.86E-03	1.23E-09	3.20E+00
2.00E+01	8.86E-03	1.37E-09	3.17E+00
2.00E+01	8.86E-03	1.52E-09	3.13E+00
2.00E+01	8.86E-03	1.69E-09	3.09E+00
2.00E+01	8.86E-03	1.87E-09	3.04E+00
2.00E+01	8.86E-03	2.08E-09	2.99E+00
2.00E+01	8.86E-03	2.31E-09	2.93E+00
2.00E+01	8.86E-03	2.57E-09	2.87E+00
2.00E+01	8.86E-03	2.85E-09	2.80E+00
2.00E+01	8.86E-03	3.16E-09	2.72E+00
2.00E+01	8.86E-03	3.51E-09	2.64E+00
2.00E+01	8.86E-03	3.90E-09	2.55E+00
2.00E+01	8.86E-03	4.33E-09	2.46E+00
2.00E+01	8.86E-03	4.81E-09	2.36E+00
2.00E+01	8.86E-03	5.34E-09	2.26E+00
2.00E+01	8.86E-03	5.93E-09	2.16E+00
2.00E+01	8.86E-03	6.58E-09	2.06E+00
2.00E+01	8.86E-03	7.31E-09	1.95E+00
2.00E+01	8.86E-03	8.11E-09	1.85E+00
2.00E+01	8.86E-03	9.01E-09	1.75E+00
2.00E+01	8.86E-03	1.00E-08	1.65E+00
2.00E+01	8.86E-03	1.11E-08	1.56E+00
2.00E+01	8.86E-03	1.23E-08	1.47E+00
2.00E+01	8.86E-03	1.37E-08	1.38E+00
2.00E+01	8.86E-03	1.52E-08	1.30E+00
2.00E+01	8.86E-03	1.69E-08	1.22E+00
2.00E+01	8.86E-03	1.87E-08	1.13E+00
2.00E+01	8.86E-03	2.08E-08	1.06E+00
2.00E+01	8.86E-03	2.31E-08	9.80E-01
2.00E+01	8.86E-03	2.57E-08	9.06E-01
2.00E+01	8.86E-03	2.85E-08	8.35E-01
2.00E+01	8.86E-03	3.16E-08	7.66E-01
2.00E+01	8.86E-03	3.51E-08	7.00E-01
2.00E+01	8.86E-03	3.90E-08	6.38E-01
2.00E+01	8.86E-03	4.33E-08	5.79E-01
2.00E+01	8.86E-03	4.81E-08	5.23E-01
2.00E+01	8.86E-03	5.34E-08	4.70E-01
2.00E+01	8.86E-03	5.93E-08	4.22E-01
2.00E+01	8.86E-03	6.58E-08	3.76E-01
2.00E+01	8.86E-03	7.31E-08	3.35E-01
2.00E+01	8.86E-03	8.11E-08	2.96E-01
2.00E+01	8.86E-03	9.01E-08	2.61E-01
2.00E+01	8.86E-03	1.00E-07	2.29E-01
2.00E+01	8.86E-03	1.11E-07	2.00E-01
2.00E+01	8.86E-03	1.23E-07	1.74E-01
2.00E+01	8.86E-03	1.37E-07	1.51E-01
2.00E+01	8.86E-03	1.52E-07	1.30E-01
2.00E+01	8.86E-03	1.69E-07	1.11E-01
2.00E+01	8.86E-03	1.87E-07	9.50E-02
2.00E+01	8.86E-03	2.08E-07	8.06E-02
2.00E+01	8.86E-03	2.31E-07	6.79E-02
2.00E+01	8.86E-03	2.57E-07	5.70E-02
2.00E+01	8.86E-03	2.85E-07	4.74E-02
2.00E+01	8.86E-03	3.16E-07	3.93E-02
2.00E+01	8.86E-03	3.51E-07	3.23E-02
2.00E+01	8.86E-03	3.90E-07	2.63E-02
2.00E+01	8.86E-03	4.33E-07	2.13E-02
2.00E+01	8.86E-03	4.81E-07	1.72E-02
2.00E+01	8.86E-03	5.34E-07	1.37E-02
2.00E+01	8.86E-03	5.93E-07	1.08E-02
2.00E+01	8.86E-03	6.58E-07	8.45E-03
2.00E+01	8.86E-03	7.31E-07	6.55E-03
2.00E+01	8.86E-03	8.11E-07	5.02E-03
2.00E+01	8.86E-03	9.01E-07	3.80E-03
2.00E+01	8.86E-03	1.00E-06	2.85E-03
2.00E+01	8.86E-03	1.11E-06	2.10E-03
2.00E+01	8.86E-03	1.23E-06	1.53E-03
2.00E+01	8.86E-03	1.37E-06	1.09E-03
2.00E+01	8.86E-03	1.52E-06	7.64E-04
2.00E+01	8.86E-03	1.69E-06	5.21E-04
2.00E+01	8.86E-03	1.87E-06	3.46E-04
2.00E+01	8.86E-03	2.08E-06	2.22E-04
2.00E+01	8.86E-03	2.31E-06	1.36E-04
2.00E+01	8.86E-03	2.57E-06	7.97E-05
2.00E+01	8.86E-03	2.85E-06	4.41E-05
2.00E+01	8.86E-03	3.16E-06	2.28E-05
2.00E+01	2.34E-02	1.00E-10	3.39E+00
2.00E+01	2.34E-02	1.11E-10	3.39E+00
2.00E+01	2.34E-02	1.23E-10	3.39E+00
2.00E+01	2.34E-02	1.37E-10	3.39E+00
2.00E+01	2.34E-02	1.52E-10	3.39E+00
2.00E+01	2.34E-02	1.69E-10	3.39E+00
2.00E+01	2.34E-02	1.87E-10	3.38E+00
2.00E+01	2.34E-02	2.08E-10	3.38E+00
2.00E+01	2.34E-02	2.31E-10	3.38E+00
2.00E+01	2.34E-02	2.57E-10	3.37E+00
2.00E+01	2.34E-02	2.85E-10	3.37E+00
2.00E+01	2.34E-02	3.16E-10	3.36E+00
2.00E+01	2.34E-02	3.51E-10	3.36E+00
2.00E+01	2.34E-02	3.90E-10	3.35E+00
2.00E+01	2.34E-02	4.33E-10	3.34E+00
2.00E+01	2.34E-02	4.81E-10	3.33E+00
2.00E+01	2.34E-02	5.34E-10	3.32E+00
2.00E+01	2.34E-02	5.93E-10	3.30E+00
2.00E+01	2.34E-02	6.58E-10	3.29E+00
2.00E+01	2.34E-02	7.31E-10	3.27E+00
2.00E+01	2.34E-02	8.11E-10	3.24E+00
2.00E+01	2.34E-02	9.01E-10	3.22E+00
2.00E+01	2.34E-02	1.00E-09	3.19E+00
2.00E+01	2.34E-02	1.11E-09	3.15E+00
2.00E+01	2.34E-02	1.23E-09	3.11E+00
2.00E+01	2.34E-02	1.37E-09	3.07E+00
2.00E+01	2.34E-02	1.52E-09	3.02E+00
2.00E+01	2.34E-02	1.69E-09	2.96E+00
2.00E+01	2.34E-02	1.87E-09	2.90E+00
2.00E+01	2.34E-02	2.08E-09	2.84E+00
2.00E+01	2.34E-02	2.31E-09	2.77E+00
2.00E+01	2.34E-02	2.57E-09	2.69E+00
2.00E+01	2.34E-02	2.85E-09	2.61E+00
2.00E+01	2.34E-02	3.16E-09	2.53E+00
2.00E+01	2.34E-02	3.51E-09	2.44E+00
2.00E+01	2.34E-02	3.90E-09	2.36E+00
2.00E+01	2.34E-02	4.33E-09	2.27E+00
2.00E+01	2.34E-02	4.81E-09	2.18E+00
2.00E+01	2.34E-02	5.34E-09	2.10E+00
2.00E+01	2.34E-02	5.93E-09	2.01E+00
2.00E+01	2.34E-02	6.58E-09	1.93E+00
2.00E+01	2.34E-02	7.31E-09	1.85E+00
2.00E+01	2.34E-02	8.11E-09	1.77E+00
2.00E+01	2.34E-02	9.01E-09	1.69E+00
2.00E+01	2.34E-02	1.00E-08	1.61E+00
2.00E+01	2.34E-02	1.11E-08	1.53E+00
2.00E+01	2.34E-02	1.23E-08	1.45E+00
2.00E+01	2.34E-02	1.37E-08	1.37E+00
2.00E+01	2.34E-02	1.52E-08	1.29E+00
2.00E+01	2.34E-02	1.69E-08	1.21E+00
2.00E+01	2.34E-02	1.87E-08	1.13E+00
2.00E+01	2.34E-02	2.08E-08	1.06E+00
2.00E+01	2.34E-02	2.31E-08	9.80E-01
2.00E+01	2.34E-02	2.57E-08	9.06E-01
2.00E+01	2.34E-02	2.85E-08	8.35E-01
2.00E+01	2.34E-02	3.16E-08	7.66E-01
2.00E+01	2.34E-02	3.51E-08	7.00E-01
2.00E+01	2.34E-02	3.90E-08	6.38E-01
2.00E+01	2.34E-02	4.33E-08	5.79E-01
2.00E+01	2.34E-02	4.81E-08	5.23E-01
2.00E+01	2.34E-02	5.34E-08	4.70E-01
2.00E+01	2.34E-02	5.93E-08	4.22E-01
2.00E+01	2.34E-02	6.58E-08	3.76E-01
2.00E+01	2.34E-02	7.31E-08	3.35E-01
2.00E+01	2.34E-02	8.11E-08	2.96E-01
2.00E+01	2.34E-02	9.01E-08	2.61E-01
2.00E+01	2.34E-02	1.00E-07	2.29E-01
2.00E+01	2.34E-02	1.11E-07	2.00E-01
2.00E+01	2.34E-02	1.23E-07	1.74E-01
2.00E+01	2.34E-02	1.37E-07	1.51E-01
2.00E+01	2.34E-02	1.52E-07	1.30E-01
2.00E+01	2.34E-02	1.69E-07	1.11E-01
2.00E+01	2.34E-02	1.87E-07	9.50E-02
2.00E+01	2.34E-02	2.08E-07	8.06E-02
2.00E+01	2.34E-02	2.31E-07	6.79E-02
2.00E+01	2.34E-02	2.57E-07	5.70E-02
2.00E+01	2.34E-02	2.85E-07	4.74E-02
2.00E+01	2.34E-02	3.16E-07	3.93E-02
2.00E+01	2.34E-02	3.51E-07	3.23E-02
2.00E+01	2.34E-02	3.90E-07	2.63E-02
2.00E+01	2.34E-02	4.33E-07	2.13E-02
2.00E+01	2.34E-02	4.81E-07	1.72E-02
2.00E+01	2.34E-02	5.34E-07	1.37E-02
2.00E+01	2.34E-02	5.93E-07	1.08E-02
2.00E+01	2.34E-02	6.58E-07	8.45E-03
2.00E+01	2.34E-02	7.31E-07	6.55E-03
2.00E+01	2.34E-02	8.11E-07	5.02E-03
2.00E+01	2.34E-02	9.01E-07	3.80E-03
2.00E+01	2.34E-02	1.00E-06	2.85E-03
2.00E+01	2.34E-02	1.11E-06	2.10E-03
2.00E+01	2.34E-02	1.23E-06	1.53E-03
2.00E+01	2.34E-02	1.37E-06	1.09E-03
2.00E+01	2.34E-02	1.52E-06	7.64E-04
2.00E+01	2.34E-02	1.69E-06	5.21E-04
2.00E+01	2.34E-02	1.87E-06	3.46E-04
2.00E+01	2.34E-02	2.08E-06	2.22E-04
2.00E+01	2.34E-02	2.31E-06	1.36E-04
2.00E+01	2.34E-02	2.57E-06	7.97E-05
2.00E+01	2.34E-02	2.85E-06	4.41E-05
2.00E+01	2.34E-02	3.16E-06	2.28E-05
2.00E+01	6.16E-02	1.00E-10	3.39E+00
2.00E+01	6.16E-02	1.11E-10	3.39E+00
2.00E+01	6.16E-02	1.23E-10	3.39E+00
2.00E+01	6.16E-02	1.37E-10	3.38E+00
2.00E+01	6.16E-02	1.52E-10	3.38E+00
2.00E+01	6.16E-02	1.69E-10	3.38E+00
2.00E+01	6.16E-02	1.87E-10	3.37E+00
2.00E+01	6.16E-02	2.08E-10	3.37E+00
2.00E+01	6.16E-02	2.31E-10	3.36E+00
2.00E+01	6.16E-02	2.57E-10	3.36E+00
2.00E+01	6.16E-02	2.85E-10	3.35E+00
2.00E+01	6.16E-02	3.16E-10	3.34E+00
2.00E+01	6.16E-02	3.51E-10	3.33E+00
2.00E+01	6.16E-02	3.90E-10	3.32E+00
2.00E+01	6.16E-02	4.33E-10	3.30E+00
2.00E+01	6.16E-02	4.81E-10	3.28E+00
2.00E+01	6.16E-02	5.34E-10	3.26E+00
2.00E+01	6.16E-02	5.93E-10	3.24E+00
2.00E+01	6.16E-02	6.58E-10	3.21E+00
2.00E+01	6.16E-02	7.31E-10	3.18E+00
2.00E+01	6.16E-02	8.11E-10	3.15E+00
2.00E+01	6.16E-02	9.01E-10	3.11E+00
2.00E+01	6.16E-02	1.00E-09	3.06E+00
2.00E+01	6.16E-02	1.11E-09	3.02E+00
2.00E+01	6.16E-02	1.23E-09	2.96E+00
2.00E+01	6.16E-02	1.37E-09	2.90E+00
2.00E+01	6.16E-02	1.52E-09	2.84E+00
2.00E+01	6.16E-02	1.69E-09	2.78E+00
2.00E+01	6.16E-02	1.87E-09	2.71E+00
2.00E+01	6.16E-02	2.08E-09	2.64E+00
2.00E+01	6.16E-02	2.31E-09	2.57E+00
2.00E+01	6.16E-02	2.57E-09	2.50E+00
2.00E+01	6.16E-02	2.85E-09	2.43E+00
2.00E+01	6.16E-02	3.16E-09	2.36E+00
2.00E+01	6.16E-02	3.51E-09	2.29E+00
2.00E+01	6.16E-02	3.90E-09	2.22E+00
2.00E+01	6.16E-02	4.33E-09	2.15E+00
2.00E+01	6.16E-02	4.81E-09	2.09E+00
2.00E+01	6.16E-02	5.34E-09	2.02E+00
2.00E+01	6.16E-02	5.93E-09	1.96E+00
2.00E+01	6.16E-02	6.58E-09	1.89E+00
2.00E+01	6.16E-02	7.31E-09	1.82E+00
2.00E+01	6.16E-02	8.11E-09	1.75E+00
2.00E+01	6.16E-02	9.01E-09	1.68E+00
2.00E+01	6.16E-02	1.00E-08	1.60E+00
2.00E+01	6.16E-02	1.11E-08	1.53E+00
2.00E+01	6.16E-02	1.23E-08	1.45E+00
2.00E+01	6.16E-02	1.37E-08	1.37E+00
2.00E+01	6.16E-02	1.52E-08	1.29E+00
2.00E+01	6.16E-02	1.69E-08	1.21E+00
2.00E+01	6.16E-02	1.87E-08	1.13E+00
2.00E+01	6.16E-02	2.08E-08	1.06E+00
2.00E+01	6.16E-02	2.31E-08	9.80E-01
2.00E+01	6.16E-02	2.57E-08	9.06E-01
2.00E+01	6.16E-02	2.85E-08	8.35E-01
2.00E+01	6.16E-02	3.16E-08	7.66E-01
2.00E+01	6.16E-02	3.51E-08	7.00E-01
2.00E+01	6.16E-02	3.90E-08	6.38E-01
2.00E+01	6.16E-02	4.33E-08	5.79E-01
2.00E+01	6.16E-02	4.81E-08	5.23E-01
2.00E+01	6.16E-02	5.34E-08	4.70E-01
2.00E+01	6.16E-02	5.93E-08	4.22E-01
2.00E+01	6.16E-02	6.58E-08	3.76E-01
2.00E+01	6.16E-02	7.31E-08	3.35E-01
2.00E+01	6.16E-02	8.11E-08	2.96E-01
2.00E+01	6.16E-02	9.01E-08	2.61E-01
2.00E+01	6.16E-02	1.00E-07	2.29E-01
2.00E+01	6.16E-02	1.11E-07	2.00E-01
2.00E+01	6.16E-02	1.23E-07	1.74E-01
2.00E+01	6.16E-02	1.37E-07	1.51E-01
2.00E+01	6.16E-02	1.52E-07	1.30E-01
2.00E+01	6.16E-02	1.69E-07	1.11E-01
2.00E+01	6.16E-02	1.87E-07	9.50E-02
2.00E+01	6.16E-02	2.08E-07	8.06E-02
2.00E+01	6.16E-02	2.31E-07	6.79E-02
2.00E+01	6.16E-02	2.57E-07	5.70E-02
2.00E+01	6.16E-02	2.85E-07	4.74E-02
2.00E+01	6.16E-02	3.16E-07	3.93E-02
2.00E+01	6.16E-02	3.51E-07	3.23E-02
2.00E+01	6.16E-02	3.90E-07	2.63E-02
2.00E+01	6.16E-02	4.33E-07	2.13E-02
2.00E+01	6.16E-02	4.81E-07	1.72E-02
2.00E+01	6.16E-02	5.34E-07	1.37E-02
2.00E+01	6.16E-02	5.93E-07	1.08E-02
2.00E+01	6.16E-02	6.58E-07	8.45E-03
2.00E+01	6.16E-02	7.31E-07	6.55E-03
2.00E+01	6.16E-02	8.11E-07	5.02E-03
2.00E+01	6.16E-02	9.01E-07	3.80E-03
2.00E+01	6.16E-02	1.00E-06	2.85E-03
2.00E+01	6.16E-02	1.11E-06	2.10E-03
2.00E+01	6.16E-02	1.23E-06	1.53E-03
2.00E+01	6.16E-02	1.37E-06	1.09E-03
2.00E+01	6.16E-02	1.52E-06	7.64E-04
2.00E+01	6.16E-02	1.69E-06	5.21E-04
