2.0000000000000000e+01,1.0000000000000001e-05,1.0000000000000000e-10,3.3942347615004431e+00
2.0000000000000000e+01,1.0000000000000001e-05,1.1103363181676367e-10,3.3937368353970618e+00
2.0000000000000000e+01,1.0000000000000001e-05,1.2328467394420683e-10,3.3931468246125229e+00
2.0000000000000000e+01,1.0000000000000001e-05,1.3688745095370819e-10,3.3924486706761243e+00
2.0000000000000000e+01,1.0000000000000001e-05,1.5199110829529332e-10,3.3916236771881563e+00
2.0000000000000000e+01,1.0000000000000001e-05,1.6876124757881454e-10,3.3906501631659780e+00
2.0000000000000000e+01,1.0000000000000001e-05,1.8738174228603868e-10,3.3895030242754780e+00
2.0000000000000000e+01,1.0000000000000001e-05,2.0805675382171715e-10,3.3881533717584951e+00
2.0000000000000000e+01,1.0000000000000001e-05,2.3101297000831581e-10,3.3865680706258052e+00
2.0000000000000000e+01,1.0000000000000001e-05,2.5650209056800404e-10,3.3847090182421113e+00
2.0000000000000000e+01,1.0000000000000001e-05,2.8480358684358048e-10,3.3825327730733443e+00
2.0000000000000000e+01,1.0000000000000001e-05,3.1622776601683795e-10,3.3799900016612590e+00
2.0000000000000000e+01,1.0000000000000001e-05,3.5111917342151276e-10,3.3770245880896912e+00
2.0000000000000000e+01,1.0000000000000001e-05,3.8986037025490799e-10,3.3735732162356697e+00
2.0000000000000000e+01,1.0000000000000001e-05,4.3287612810830617e-10,3.3695647785200409e+00
2.0000000000000000e+01,1.0000000000000001e-05,4.8063808630643888e-10,3.3649195819447772e+00
2.0000000000000000e+01,1.0000000000000001e-05,5.3366992312063020e-10,3.3595488966912734e+00
2.0000000000000000e+01,1.0000000000000001e-05,5.9255309755456867e-10,3.3533542206669456e+00
2.0000000000000000e+01,1.0000000000000001e-05,6.5793322465756823e-10,3.3462271522592424e+00
2.0000000000000000e+01,1.0000000000000001e-05,7.3052715426644486e-10,3.3380486921952892e+00
2.0000000000000000e+01,1.0000000000000001e-05,8.1113083078968891e-10,3.3286894159915295e+00
2.0000000000000000e+01,1.0000000000000001e-05,9.0062802021127950e-10,3.3180092962353633e+00
2.0000000000000000e+01,1.0000000000000001e-05,1.0000000000000001e-09,3.3058578993751935e+00
2.0000000000000000e+01,1.0000000000000001e-05,1.1103363181676368e-09,3.2920752515598206e+00
2.0000000000000000e+01,1.0000000000000001e-05,1.2328467394420635e-09,3.2764924876901951e+00
2.0000000000000000e+01,1.0000000000000001e-05,1.3688745095370821e-09,3.2589329948410555e+00
2.0000000000000000e+01,1.0000000000000001e-05,1.5199110829529331e-09,3.2392145996417403e+00
2.0000000000000000e+01,1.0000000000000001e-05,1.6876124757881452e-09,3.2171511292123052e+00
2.0000000000000000e+01,1.0000000000000001e-05,1.8738174228603870e-09,3.1925554330266541e+00
2.0000000000000000e+01,1.0000000000000001e-05,2.0805675382171716e-09,3.1652421992500130e+00
2.0000000000000000e+01,1.0000000000000001e-05,2.3101297000831582e-09,3.1350318148835155e+00
2.0000000000000000e+01,1.0000000000000001e-05,2.5650209056800509e-09,3.1017540359809166e+00
2.0000000000000000e+01,1.0000000000000001e-05,2.8480358684358048e-09,3.0652529022912169e+00
2.0000000000000000e+01,1.0000000000000001e-05,3.1622776601683795e-09,3.0253910567770217e+00
2.0000000000000000e+01,1.0000000000000001e-05,3.5111917342151273e-09,2.9820550870826712e+00
2.0000000000000000e+01,1.0000000000000001e-05,3.8986037025490796e-09,2.9351607801156261e+00
2.0000000000000000e+01,1.0000000000000001e-05,4.3287612810830612e-09,2.8846577817633619e+00
2.0000000000000000e+01,1.0000000000000001e-05,4.8063808630643888e-09,2.8305350853316686e+00
2.0000000000000000e+01,1.0000000000000001e-05,5.3366992312063020e-09,2.7728247796037517e+00
2.0000000000000000e+01,1.0000000000000001e-05,5.9255309755456863e-09,2.7116058358429114e+00
2.0000000000000000e+01,1.0000000000000001e-05,6.5793322465756821e-09,2.6470066666487910e+00
2.0000000000000000e+01,1.0000000000000001e-05,7.3052715426644486e-09,2.5792057979828247e+00
2.0000000000000000e+01,1.0000000000000001e-05,8.1113083078968895e-09,2.5084316977381760e+00
2.0000000000000000e+01,1.0000000000000001e-05,9.0062802021127943e-09,2.4349599115861951e+00
2.0000000000000000e+01,1.0000000000000001e-05,1.0000000000000000e-08,2.3591091013126562e+00
2.0000000000000000e+01,1.0000000000000001e-05,1.1103363181676366e-08,2.2812342954457678e+00
2.0000000000000000e+01,1.0000000000000001e-05,1.2328467394420660e-08,2.2017187285452899e+00
2.0000000000000000e+01,1.0000000000000001e-05,1.3688745095370820e-08,2.1209635362368449e+00
2.0000000000000000e+01,1.0000000000000001e-05,1.5199110829529330e-08,2.0393767038282324e+00
2.0000000000000000e+01,1.0000000000000001e-05,1.6876124757881487e-08,1.9573602935004732e+00
2.0000000000000000e+01,1.0000000000000001e-05,1.8738174228603867e-08,1.8752977418660388e+00
2.0000000000000000e+01,1.0000000000000001e-05,2.0805675382171717e-08,1.7935408738847283e+00
2.0000000000000000e+01,1.0000000000000001e-05,2.3101297000831579e-08,1.7123986656790275e+00
2.0000000000000000e+01,1.0000000000000001e-05,2.5650209056800456e-08,1.6321261851405322e+00
2.0000000000000000e+01,1.0000000000000001e-05,2.8480358684358049e-08,1.5529169152238134e+00
2.0000000000000000e+01,1.0000000000000001e-05,3.1622776601683792e-08,1.4748970605582878e+00
2.0000000000000000e+01,1.0000000000000001e-05,3.5111917342151277e-08,1.3981232434301054e+00
2.0000000000000000e+01,1.0000000000000001e-05,3.8986037025490720e-08,1.3225843028242519e+00
2.0000000000000000e+01,1.0000000000000001e-05,4.3287612810830612e-08,1.2482066747983225e+00
2.0000000000000000e+01,1.0000000000000001e-05,4.8063808630643886e-08,1.1748645116679659e+00
2.0000000000000000e+01,1.0000000000000001e-05,5.3366992312063125e-08,1.1023940666894929e+00
2.0000000000000000e+01,1.0000000000000001e-05,5.9255309755456866e-08,1.0306129135436701e+00
2.0000000000000000e+01,1.0000000000000001e-05,6.5793322465756818e-08,9.5934302639674462e-01
